,CO,H2,CH4,C2H6,C3H8,LFL,UFL
15,0.0883758180249606,0.2076110045038656,0.0568792370659489,0.2522409394769472,0.3948930009282775,0.03727220597785389,0.30248038136433275
16,0.1647140127313392,0.2776008423271937,0.2228290213373109,0.2176185471624546,0.1172375764417014,0.0496647376798395,0.4071057958619749
17,0.2467989854208973,0.2844801373223851,0.05520358648567,0.3189188209627409,0.0945984698083066,0.05497817404362922,0.45661310949113054
18,0.0523893468494021,0.2843600321250324,0.2436415130342187,0.2684866415495537,0.1511224664417929,0.03960952052219943,0.3410749550312035
19,0.0844677726836166,0.4717177813788141,0.0569714954543064,0.3414968626681516,0.0453460878151112,0.04270876350133792,0.47340805664150637
20,0.1992131257579023,0.0344662812492368,0.3667370629624838,0.2749616086562211,0.1246219213741559,0.05228656571981095,0.2820864871133628
21,0.534527680509296,0.0374588092170232,0.1456036317071121,0.0412891249195172,0.2411207536470514,0.07835044339908298,0.4823419105030781
22,0.0750190201189733,0.1473824545628758,0.2619056224598537,0.3297149199413412,0.1859779829169558,0.0402184132245217,0.2694220544421417
23,0.2513977845040851,0.1109530649892997,0.263730581614276,0.1581838242536257,0.2157347446387133,0.05548594669611209,0.3564189559207395
24,0.0725404979777824,0.2427202336571925,0.1253138031727771,0.3375389116201309,0.2218865535721168,0.038713261416842164,0.32126237939824664
25,0.2184815289025705,0.3381936882628547,0.2401043015846703,0.1459603961932337,0.0572600850566707,0.05589139394053524,0.48076587605263954
26,0.2240600431392783,0.3319953962593352,0.3022140434768634,0.0250248038374931,0.1167057132870297,0.05666600303422122,0.48149503539700483
27,0.0007683371701225,0.3037990940868617,0.2874014026906669,0.3412671636073624,0.0667640024449862,0.03652988490184409,0.324619696018264
28,0.0898137275460316,0.1790915508967039,0.3048743486639302,0.0857107922231283,0.3405095806702059,0.04107780564337306,0.2966979578962949
29,0.103754539125284,0.2379613305350979,0.2612975664325692,0.1462923177713894,0.2506942461356594,0.04311943954146157,0.3426000694035817
30,0.1462433990727369,0.2374584670097252,0.2934692162490934,0.2906481917663345,0.0321807259021096,0.04935543308101188,0.3751959801218365
31,0.1356602909361095,0.2138008154571372,0.4470443926716403,0.1442208938974165,0.0592736070376962,0.050072593372884916,0.359281135347171
32,0.1929336567612734,0.1099399078176354,0.3681543183959862,0.3019870177648251,0.0269850992602798,0.053374722750892244,0.3277043668792499
33,0.3416638109893299,0.1715483470045353,0.30251310369231,0.0643744545668791,0.1199002837469454,0.06562130735705486,0.4546136285256722
34,0.0356020017815567,0.1917792345879565,0.2082481868636144,0.3315170273503007,0.2328535494165715,0.03594176517756112,0.2693149498052787
35,0.1880555085679475,0.2244212747356548,0.1320624259431095,0.1735062055653713,0.2819545851879168,0.0484804912149841,0.3810080079264573
36,0.0741162959757622,0.1866194925444171,0.3343745868969093,0.1645189491221553,0.2403706754607558,0.04105456970067269,0.29506706155391116
37,0.2235879969540075,0.2715359698126582,0.2458528905779951,0.2238807096355353,0.0351424330198038,0.055963937994900945,0.44297344285959694
38,0.1614227305860173,0.3496115574544149,0.0287032753026959,0.0616474413769059,0.3986149952799658,0.04483847222400375,0.4358874504339792
39,0.1626125742856292,0.2710595770798892,0.208397936345565,0.2753485465198125,0.0825813657691038,0.04952006627342149,0.4019153127959477
40,0.2799132703839719,0.1348804573936246,0.3859588529055394,0.1198637299121136,0.0793836894047503,0.06122996964452851,0.3972734028486877
41,0.3169419769760734,0.108608001166005,0.2078606598479924,0.2343943281135243,0.1321950338964047,0.061331151872310904,0.3956682269312434
42,0.1471297174388404,0.1413306818093783,0.1177547966387548,0.33440670100835,0.2593781031046763,0.04396914561258989,0.3033207054235275
43,0.3054295872671325,0.459130972759628,0.1432596662714911,0.0763696761470529,0.0158100975546951,0.06394331703144682,0.6079816649838536
44,0.0102084942070692,0.2707427665781905,0.2661346631896165,0.1821756276278862,0.2707384483972374,0.03491543139349762,0.3042938914660207
45,0.2247762950386052,0.1894255362442907,0.2246157634627342,0.0300761757609261,0.3311062294934435,0.05228878653895465,0.38465953364325295
46,0.1157352765889943,0.2647533437869112,0.3449371507132047,0.0832849487294899,0.1912892801813997,0.046171224919230855,0.37158370893967274
47,0.2146993582316341,0.2665764635571679,0.2244325677440218,0.1088356386944255,0.1854559717727505,0.053461659078880286,0.42999047979877775
48,0.0603740940989563,0.1855103302714965,0.3491850854914389,0.3529496374636995,0.0519808526744087,0.0417095352944315,0.2906954934640496
49,0.2137819927373513,0.2489420665879299,0.0584469187916293,0.3811232871029075,0.0977057347801818,0.05166870526230208,0.4137559059893471
50,0.0586123750084563,0.1807192793727523,0.1802096915948526,0.2760037572755968,0.3044548967483418,0.03686514815608145,0.2740275406812188
51,0.1195661139201944,0.2593542594185706,0.2057038751284843,0.1959478180454906,0.2194279334872599,0.044259495697416634,0.3643854662449993
52,0.140070014990629,0.1166483135840268,0.2917663527275517,0.2394134928280414,0.2121018258697509,0.045948596990354834,0.2914979858018323
53,0.341914798948807,0.2330231282766867,0.0273520927153967,0.0879265196642621,0.3097834603948473,0.06069744134262142,0.47788020656269337
54,0.121578471222682,0.329988610078115,0.2419908555739004,0.1333787301192809,0.1730633330060217,0.04607225049180294,0.41238017045811637
55,0.0290865267400613,0.2484951236134523,0.0444653076927477,0.162583790030188,0.5153692519235504,0.03108692968312655,0.2876912326347677
56,0.0499112748640314,0.2284461047648373,0.2196282782408213,0.2338965356988486,0.2681178064314612,0.03743821142289954,0.300870141229381
57,0.359245985659313,0.1482317976444906,0.1543849151578518,0.0723472545667489,0.2657900469715956,0.06358373507524864,0.44174331787414844
58,0.0771926856185843,0.0714392724307633,0.3600491133121854,0.2256176228186676,0.2657013058197993,0.040311110263972626,0.22533444023752358
59,0.2235144357029341,0.0590125092814456,0.4053732695215692,0.2900495238654983,0.0220502616285526,0.056183197724723515,0.3165696423236277
60,0.3325719187521314,0.1703080361038792,0.2175062096590405,0.1352836790960056,0.1443301563889431,0.06338066857645669,0.44418350652927857
61,0.3356008058831096,0.1009595611187719,0.0037703467502994,0.1348380329273208,0.4248312533204981,0.0574429717152873,0.3876664847868183
62,0.0444058551148083,0.2211217699664208,0.3188624423723086,0.1968251801782842,0.2187847523681777,0.03870275608189567,0.2979427416912736
63,0.1877627220682037,0.1126293229316087,0.1268263910024383,0.3238708631373163,0.2489107008604328,0.04756031138174466,0.3113935296901901
64,0.1667355486223229,0.1185281879164657,0.2363393707937308,0.2274832255408045,0.2509136671266759,0.04724200944214586,0.30625765956111733
65,0.237881578543247,0.1788231080445964,0.0839045534463278,0.1196515842862868,0.3797391756795417,0.0509545843164709,0.37947931490121356
66,0.0565048985476984,0.3067567980039897,0.1901448984205002,0.2746851697949474,0.1719082352328642,0.039267863310123975,0.35505372856782086
67,0.2214294615138888,0.1722731072408594,0.2429377086618259,0.1508938192711623,0.2124659033122635,0.053140317400113775,0.3752886006107633
68,0.2865160734179291,0.1330157605209007,0.0365795835279978,0.2406939889819771,0.3031945935511952,0.05489996704025384,0.38111663573514987
69,0.300022201446869,0.0456992167365711,0.2821667168781159,0.1755792545657074,0.1965326103727365,0.05964053084052291,0.3471880264193852
70,0.0606357432595303,0.3539810467486248,0.1099092448083004,0.3212578659089076,0.1542160992746368,0.039147811894688446,0.38439951005412043
71,0.3466629948746665,0.257838668037986,0.1286388151118088,0.1986052670076451,0.0682542549678933,0.06496471133595412,0.5059937457235312
72,0.152842042595448,0.3009284488806323,0.3002457346238399,0.1032714851088121,0.1427122887912676,0.049684098008008985,0.41678777440678066
73,0.2245949756219865,0.2307136456309264,0.4234518862740958,0.0367452272846013,0.0844942651883896,0.05768856228342987,0.4240179042559542
74,0.2742521337173528,0.1515857063074334,0.1704779239323464,0.3136086555581345,0.0900755804847326,0.057774559808326326,0.3953218664616611
75,0.0199647627233111,0.6596707854759639,0.214744149169479,0.0677794935560334,0.0378408090752123,0.041059387306553424,0.5571712805307955
76,0.2027053529879601,0.1264566969984295,0.101392296651691,0.2921921970954488,0.2772534562664704,0.048432259785626146,0.3277343056634187
77,0.258520948018886,0.3264314424393336,0.0601347361588914,0.351711332808398,0.0032015405744908,0.057344272187147126,0.49251195043998774
78,0.1470258487087801,0.2270879950605311,0.2242293476614636,0.1734498906249834,0.2282069179442415,0.04658855494015783,0.36191568099332977
79,0.261147250146335,0.0668891733968486,0.39458887500745,0.0832655735833537,0.1941091278660124,0.05794940634644882,0.34066984619741264
80,0.1823190591304768,0.20559401330993,0.1378144642666688,0.1101045046492155,0.3641679586437088,0.047116546326782194,0.36397029886955606
81,0.1861370021829557,0.3257151213903075,0.2344898441073637,0.1176802910155966,0.1359777413037764,0.05206853955613819,0.4506715350711704
82,0.3010002030808917,0.2804332472703609,0.0489041234184486,0.072150412917036,0.2975120133132625,0.05790140035802278,0.48309072855041707
83,0.3421109598409425,0.1313679735619933,0.2019074315625875,0.1596761901533141,0.1649374448811625,0.06344593315925051,0.4246805483404746
84,0.1938757384490854,0.2749782452436489,0.2532232052006684,0.2529549420453118,0.0249678690612855,0.05351901296411197,0.42705726101126884
85,0.0851703012847712,0.2252833018615587,0.2487226913736005,0.1691739525501935,0.271649752929876,0.04095543003710651,0.32204491890715936
86,0.2638115171058855,0.1909647739914302,0.2295456640144814,0.090250665964943,0.2254273789232598,0.056837477165337394,0.4126869550722639
87,0.1683506949404125,0.261648593852686,0.2215804457757055,0.0983197149917455,0.2501005504394504,0.0486192697700688,0.3962904599554005
88,0.4006298886737816,0.2510267140659017,0.0715425733844117,0.1880942527036402,0.0887065711722647,0.06877019400813073,0.5327584851134561
89,0.0587980299958763,0.1293966079340223,0.2097327795037429,0.3439982436311319,0.2580743389352263,0.03719937864160444,0.244263444728756
90,0.0770641526218944,0.2646116487216966,0.2739600086872737,0.2481441385871742,0.1362200513819609,0.042191349882371644,0.3457143908067938
91,0.3772071781379826,0.0724700572891265,0.3426423228541044,0.0996294768397995,0.1080509648789868,0.06849788044135627,0.41671847009931773
92,0.0215531313900426,0.2663024951245623,0.2631557303814464,0.2678997009066562,0.1810889421972923,0.036657186521914076,0.31055880574286276
93,0.0989950190113361,0.2692776762065397,0.1488758471559552,0.3829644379620354,0.0998870196641334,0.04278760715629181,0.35819633964035336
94,0.0770404657119888,0.2631594046847479,0.2245584147249587,0.2468948027747888,0.1883469121035154,0.04101393155814424,0.34161547647897467
95,0.259922701283399,0.1435972636845507,0.1678712197206734,0.4153559285056573,0.0132528868057193,0.05705993684718936,0.38301353046223185
96,0.1892148401946799,0.2293828364579495,0.3555870994535099,0.0057678531845859,0.2200473707092745,0.05232095703806636,0.39520454003637306
97,0.1282279689925772,0.2867412467254613,0.1971776311204665,0.1576657571176074,0.2301873960438873,0.0450967299478781,0.38636352417530134
98,0.2562058799028126,0.2590938658847689,0.1871276287037827,0.1014207534366696,0.196151872071966,0.056503887803306084,0.4495512529535221
99,0.0084714097456525,0.292959454959303,0.0517838215899388,0.4067879581011003,0.2399973556040052,0.03225701872852484,0.3092471349900075
100,0.3982006536401217,0.2072836440038905,0.1098136826469313,0.2262114300053193,0.0584905897037371,0.06892187151737325,0.5060804340678429
101,0.1174749514849434,0.2439192514047924,0.1735503310371103,0.2597980458968516,0.2052574201763022,0.04359432600062565,0.352453863586404
102,0.356468603288857,0.3387479069526216,0.1040009063148975,0.0286629414041131,0.1721196420395107,0.06537658927557631,0.5594068198968527
103,0.0593614743686628,0.3154034049011367,0.0134455532548218,0.2376194783768487,0.3741700890985298,0.035317273685871745,0.35053472450382117
104,0.4123886032736776,0.0099902933893651,0.0255248936087768,0.5349110783573581,0.0171851313708222,0.0674175595567101,0.38903492703388687
105,0.2459237353152673,0.2879568067255591,0.0752275913621969,0.203035621850471,0.1878562447465055,0.05437518432198186,0.4568976293428756
106,0.3923294474148514,0.1069328888343407,0.2016445515334957,0.115699188380288,0.1833939238370241,0.06755145756261575,0.4403859443050825
107,0.3340392823204848,0.2352476370882114,0.0042953053437283,0.1315944532065487,0.2948233220410265,0.059822736156168704,0.4737644873566494
108,0.2502298384489536,0.1558879024019289,0.2392447431470779,0.1836084300112788,0.1710290859907605,0.05588972911456734,0.3838658265207481
109,0.2085981856750575,0.201024140942458,0.3052978323959514,0.1408872936797384,0.1441925473067945,0.05376051484796191,0.3893190611703464
110,0.1388491151117441,0.1174603637519055,0.0385125319212106,0.3639253192825541,0.3412526699325856,0.0411389254150797,0.2781414236370436
111,0.2651618667818284,0.2058429653102424,0.1211565678587731,0.1905340082415352,0.2173045918076208,0.05566344828722121,0.41869728199241196
112,0.3661332995571513,0.2270607981952727,0.2459140884140796,0.1015860978405151,0.0593057159929812,0.06813165073595663,0.5038120372617421
113,0.3019704544665306,0.1110131374640355,0.196959650046419,0.3263345150276966,0.0637222429953181,0.060471407190320105,0.3889405029614988
114,0.2172990230183523,0.1663778691211528,0.1334499886534266,0.2152666197240346,0.2676064994830335,0.0506805321086639,0.36336478453735743
115,0.2904588694553593,0.1969024800156454,0.1013861401918509,0.222845997149594,0.1884065131875504,0.05783407039513675,0.4288103005732093
116,0.1019175462145795,0.3384391533431889,0.02968971266749,0.3547023630329609,0.1752512247417806,0.041395365647412884,0.39682010426080166
117,0.4441587229348737,0.0076378370349695,0.0264058750474049,0.4433817921358777,0.0784157728468739,0.06971460372953012,0.40607731876753994
118,0.2785472011297462,0.2939591845073503,0.0751114567334197,0.2404731385094513,0.1119090191200324,0.05805321916893824,0.4828195482383984
119,0.2273633976448182,0.2064712884573115,0.2245497872996349,0.0849773907008453,0.2566381358973901,0.05336137247172513,0.3986598278662787
120,0.0145189428780574,0.2575733333475061,0.1517176201810315,0.2439464398215898,0.332243663771815,0.033016291901088325,0.29275686545769225
121,0.0339720537728281,0.297865969908286,0.3617029873220911,0.2999570684770707,0.006501920519724,0.04104146907646915,0.34604917814530745
122,0.0335165187367658,0.3355879942861426,0.2221349358372102,0.1376235603394253,0.2711369908004559,0.03704202281368718,0.35770867179741855
123,0.3853430571655211,0.2879251641427428,0.0085242684247312,0.215210194923952,0.1029973153430528,0.0667524907061831,0.5434379390230721
124,0.1937800197023867,0.1861368392741163,0.215930176341841,0.3867790924987276,0.0173738721829282,0.05216822778509538,0.3700655617127572
125,0.0835682125459258,0.2240494625311365,0.4656109625491103,0.0602949881028373,0.1664763742709898,0.044781899861693314,0.33136414649197254
126,0.0828598393277173,0.323298795757607,0.2928104697138803,0.2580597474113285,0.0429711477894668,0.044402979742959744,0.38897938795281045
127,0.2272143747830626,0.2161882119480612,0.1940765416282534,0.2414743359892411,0.1210465356513815,0.05423882861188936,0.40654901063883186
128,0.1139108757773645,0.195974310044333,0.2259249840475529,0.2078298226742209,0.2563600074565285,0.04306743162996311,0.3211288455147846
129,0.0981897388720892,0.2480354967456665,0.2864656896007589,0.0800824557642584,0.2872266190172268,0.04274291154920027,0.3455894128433492
130,0.2679440376245192,0.3240280993037543,0.1717642419663404,0.1558297736416642,0.0804338474637217,0.05903603913959953,0.4995951489040871
131,0.0432130108613993,0.3265749433375627,0.2180192748846217,0.3263101083171862,0.08588266259923,0.0394342462958932,0.3622327290841528
132,0.1320537061702119,0.1251875864352463,0.0657046447641417,0.2682023626262586,0.4088517000041414,0.04037690914633224,0.2782576458614872
133,0.3070923637765732,0.1762464644950273,0.2485983759567717,0.0335669710486935,0.2344958247229343,0.06077069222573025,0.43112063756766533
134,0.366205615459441,0.3270642099668724,0.0040765697730888,0.0174015981852266,0.2852520066153712,0.06371895140830332,0.5515891773556423
135,0.0571363302937225,0.2487429260270567,0.2935765658571059,0.1966307950053381,0.2039133828167767,0.03990455046335408,0.3225334692863061
136,0.2382607971325484,0.0938979138284561,0.2747429619496835,0.2696757038189057,0.1234226232704062,0.055118048738075825,0.34008235120435687
137,0.2681546127319236,0.127684722983224,0.1487176861721428,0.2744208297044654,0.181022148408244,0.05586361064644116,0.3735806221911785
138,0.15231507456538,0.0887784480048073,0.4318496626353494,0.1435683652503593,0.183488449544104,0.048990640421930236,0.2879782972948368
139,0.1305153950290464,0.1526745220557361,0.13898844357706,0.3365893511728758,0.2412322881652814,0.04304787838976283,0.3012880832103547
140,0.0984411854252573,0.3572007917565438,0.2327776622662342,0.1740544262445723,0.1375259343073923,0.044452868468799346,0.4153798877173868
141,0.206733796793688,0.3808081469728011,0.0744389041395203,0.1533221057857831,0.1846970463082073,0.05179399442233935,0.49053078089831414
142,0.3021060514029762,0.2743324641163842,0.2563967027784058,0.0436281642673291,0.1235366174349046,0.06241059354941523,0.492265036625253
143,0.3662908799537984,0.1627244893569713,0.2411409720798721,0.1005855652730876,0.1292580933362705,0.06680607485850333,0.46183632392500246
144,0.1548615510970735,0.1099357866257632,0.2321425388764786,0.2191164269034845,0.2839436964972001,0.045731399740790143,0.29251812995011933
145,0.2702166190300596,0.2101093512984997,0.0661267392422162,0.1686214656721184,0.2849258247571059,0.05478203115226742,0.42077583302595334
146,0.2024484367788956,0.0737145636574197,0.2047111978398418,0.2202412247258919,0.2988845769979507,0.04913350052345102,0.2981921409157741
147,0.5457466983316928,0.0374523313946483,0.1943362123927263,0.1368157963567887,0.0856489615241437,0.08144159248357968,0.4948861149893432
148,0.2639076643317563,0.1630134000368948,0.0532813810767988,0.2749036439313151,0.2448939106232347,0.05392371792969307,0.38775128159351313
149,0.1735060375579472,0.1356307159469391,0.2695975395653582,0.2027547164769619,0.2185109904527931,0.048779617179524504,0.32327775649625884
150,0.2825227018544353,0.1723185573445356,0.2291889451639239,0.2872446426740299,0.0287251529630752,0.06010034759597179,0.417237507546962
151,0.3223574593312692,0.3150389709621355,0.2779222618166703,0.037208660084077,0.047472647805848,0.06562621888461634,0.5330351849368037
152,0.0548084255758862,0.1991771404767457,0.3661750303096105,0.370951187437781,0.0088882161999763,0.04197098618513197,0.2974375365887325
153,0.3165451761292712,0.0836703345356607,0.1273718373593323,0.1041300807738081,0.3682825712019276,0.05779443177920431,0.3711592840329763
154,0.1851134549201721,0.4284758219246373,0.128678010371281,0.157093515447041,0.1006391973368687,0.051840708531227984,0.510939306180954
155,0.1500887925043288,0.0981253564950695,0.1438782097764585,0.3549935686818764,0.2529140725422667,0.0442273131743303,0.2793201619962095
156,0.2848560291645873,0.1521265789653725,0.2119903129857417,0.0743036628747645,0.2767234160095337,0.05763566205218115,0.39966608664056524
157,0.3679758714487851,0.0994755231363488,0.3270691613868132,0.0212086029921614,0.1842708410358914,0.0670331143518465,0.4254691101219408
158,0.2877881655897283,0.342778408835067,0.2550033943881995,0.0689899244030976,0.0454401067839073,0.06248980555180584,0.5278896889094199
159,0.294574176289831,0.2828778449953615,0.2313224526824785,0.0470844576269278,0.1441410684054011,0.06128169903794449,0.49142261885850536
160,0.3135556358785361,0.0910487463544624,0.3297368052241288,0.1277619266185834,0.1378968859242889,0.06250573799243206,0.38730018711056347
161,0.0122063372678348,0.0988652550195536,0.2884092198198752,0.2512953721917842,0.349223815700952,0.03298193764047035,0.1970350378035782
162,0.0372226758059073,0.0370682678505807,0.2183122591188913,0.4204789239656414,0.2869178732589791,0.03419483426937113,0.1726395100087606
163,0.2347572523430658,8.818744318044487e-05,0.297581834653216,0.2239791956570902,0.2435935299034474,0.05310283850132172,0.27731386750453946
164,0.3294440203836924,0.3071829710069061,0.0458679370834565,0.1058875453502068,0.211617526175738,0.06145938492818812,0.519496010991811
165,0.4021730793821495,0.1084663998929631,0.1267801164543676,0.3357272712533128,0.0268531330172069,0.06881348457652937,0.4481138966249995
166,0.2950451455248914,0.1153436822842878,0.2658895156049202,0.1354624956149707,0.1882591609709297,0.05973562068981361,0.38720902613041164
167,0.2344169579574801,0.0137544676516274,0.1530765208476072,0.3249811119473442,0.273770941595941,0.050914203710192514,0.2791816416084989
168,0.0803667008409817,0.2754685786233593,0.2980907107622254,0.0046498912704834,0.3414241185029502,0.04108814174606655,0.3508237586495986
169,0.2005261614721055,0.2421220432195887,0.1771466092416167,0.1029700777056174,0.2772351083610714,0.05045351151881837,0.4018072330143606
170,0.3752278224716375,0.2196087476587769,0.0203379847959943,0.2264198644285824,0.1584055806450087,0.06482567306037397,0.4935378839386439
171,0.2857571654962627,0.1343846689021754,0.297321130944742,0.2708735190229204,0.0116635156338992,0.061119515776206675,0.3986333727116322
172,0.2399259102477998,0.1003431915729359,0.0802100699045656,0.2318052463191112,0.3477155819555873,0.05059026457909497,0.3322194021509846
173,0.3156637460644152,0.0101563192540361,0.2541106487321164,0.2874130687162666,0.1326562172331655,0.06087494346548887,0.3350766938422724
174,0.3626876900569419,0.3830684276205028,0.0315402157030982,0.0455816601355165,0.1771220064839404,0.0653200413428177,0.5880311321450737
175,0.013146230138978,0.1675347899247912,0.1649627666808286,0.3414935754933459,0.312862637762056,0.03235222360542902,0.23650898855862532
176,0.2804877229710453,0.2529453619274802,0.3141080758052532,0.1289577927538867,0.0235010465423346,0.06195935232906141,0.46995291010821333
177,0.144003523996559,0.1409453933833141,0.2280429646711999,0.1531022610098792,0.3339058569390476,0.04455721988646881,0.3038199061570504
178,0.2238172329978751,0.170266037502915,0.1208876785430025,0.1685234971734731,0.3165055537827341,0.05069008886039533,0.3682520067382118
179,0.1965663065640936,0.1120942215854764,0.3299972499329,0.1941466256038132,0.1671955963137165,0.051927110938860335,0.3265758819037313
180,0.2939361004343425,0.0916836357670874,0.1227657241830775,0.1598021697372686,0.3318123698782236,0.05610349420642075,0.3626768993222191
181,0.0466361686796951,0.3093348810284566,0.2800661544759577,0.0883580510725609,0.2756047447433296,0.03873108745143056,0.3517016141672446
182,0.2934180230005354,0.2856577139711395,0.1471014274553808,0.1870556270558403,0.0867672085171041,0.060542714317480976,0.4903898226465903
183,0.0386964034238259,0.2509809684393878,0.3628443083096451,0.207549364085621,0.1399289557415201,0.03981294570719956,0.31663344113670255
184,0.326202018915446,0.0621510464197735,0.3314897981000886,0.1518850739610468,0.128272062603645,0.06346610077655632,0.3774183533839671
185,0.0295415986832109,0.249493987977539,0.23709878033099,0.2207373306056433,0.2631283024026165,0.03610491196427468,0.3021082775076088
186,0.2280359551112767,0.1994921295801973,0.0557894398056794,0.2367395799453625,0.2799428955574841,0.05077972335307903,0.3874254720112677
187,0.3013772802375612,0.261302055217298,0.222562139762308,0.1193289468337472,0.0954295779490854,0.061993979528684025,0.4829448692924052
188,0.2999702195178286,0.3800353137907673,0.0237692161053573,0.2721213231676133,0.0241039274184332,0.06091350657322134,0.5500798421647713
189,0.0156976108898712,0.0641780262565087,0.5164887651925927,0.1036933984642233,0.2999421991968038,0.036585928162578545,0.18776302887981097
190,0.1717999552941277,0.2394607027356665,0.3275677919635413,0.063911560978847,0.1972599890278174,0.050667212190067375,0.39001490385755305
191,0.0395966965306722,0.5489147010668559,0.0434787692912745,0.1104947996959737,0.2575150334152234,0.037343917167769886,0.48822443989915343
192,0.1804104124435697,0.0442881490187,0.2616149928127256,0.1530031814510194,0.3606832642739851,0.04709627913102055,0.26683018410958814
193,0.1501669383553225,0.039139108347056,0.5128167181543897,0.0183805308919885,0.279496704251243,0.04857037925134984,0.2565898297640859
194,0.1348932988327884,0.3833449278561793,0.0665506654558478,0.1132500241788082,0.3019610836763761,0.04418790573680722,0.44413405160097097
195,0.2560663373829174,0.1566212034333208,0.1167976484062619,0.2152371412499358,0.2552776695275641,0.05394985045073536,0.38114292008808165
196,0.2943291874518536,0.1256851612724227,0.0371899993184494,0.2873831163951392,0.2554125355621349,0.055968425653790115,0.38254209395620586
197,0.3576833176156067,0.0307274134017448,0.2921704254698267,0.1955668070555026,0.123852036457319,0.06547449034788375,0.3759833377971368
198,0.3226148277585812,0.2701318896619781,0.2906177134824564,0.0681692515801723,0.0484663175168119,0.06536910452599516,0.5055694283416817
199,0.3792506563352473,0.2806333999772787,0.0056646386830655,0.1224101882222583,0.2120411167821502,0.0651098279604686,0.5324370591129743
200,0.0739101636316364,0.3231566791002367,0.1680744811475425,0.1793175021874227,0.2555411739331615,0.03993665368851678,0.3734093757955915
201,0.1125696401516309,0.3600144901795115,0.2579965747095266,0.206049875973483,0.0633694189858479,0.04677303979050263,0.4287000319390017
202,0.1799858564640536,0.0783750731401305,0.4558006420047617,0.187304781217839,0.098533647173215,0.052476883976673855,0.3016996937274257
203,0.0920662857626092,0.114288142721113,0.1587551293672048,0.3544100349892602,0.2804804071598125,0.0391270952925485,0.25307702804082255
204,0.1250880490604038,0.4307084016462209,0.2347969036337147,0.0354641914137718,0.1739424542458885,0.04728668299455755,0.47731977784004015
205,0.191405494633485,0.1084424782315976,0.4043192191382434,0.172732287859614,0.1231005201370599,0.05286348368603149,0.32504628781591904
206,0.0532951711568147,0.0535364084611258,0.3779066632856482,0.3363926309321652,0.178869126164246,0.03901280063924544,0.20187884547047902
207,0.2725310201697036,0.2461623339192466,0.2451743776101162,0.0436654880771918,0.1924667802237417,0.05868965541899374,0.4540822788189414
208,0.4102339028060718,0.0371573966884483,0.0313238656102024,0.4750245371570992,0.0462602977381782,0.06731481665833018,0.40425592125999954
209,0.3763429492038512,0.120708199906004,0.0976695277406674,0.3651554151052644,0.0401239080442127,0.06608420564337808,0.43813795056737914
210,0.2895010875958339,0.2903637792061995,0.2248074081756668,0.1413304437139381,0.0539972813083615,0.06162006385837111,0.49474576547500715
211,0.2001944542666029,0.0441403234119728,0.3438062780128938,0.1978941831184515,0.2139647611900789,0.05134650915958379,0.2857846324399323
212,0.1718149062273599,0.1990107440375748,0.0533871925775386,0.2011804625509772,0.3746066946065494,0.044829409445464735,0.34965639079300004
213,0.2972625165831605,0.0765028374170897,0.3530496032122398,0.1855959597211251,0.0875890830663847,0.06167304756402923,0.37008454682211933
214,0.3975727203756922,0.0573428515608132,0.1597652569373004,0.0006847839186748,0.3846343872075192,0.06512997746167497,0.4063211674039714
215,0.016839231152799,0.0550498190545622,0.3058603203083017,0.3411405907141628,0.2811100387701742,0.03381808312968219,0.17477142735042617
